42	20
42	12
20	12
42	20
42	12
12	20
42	20
20	39
42	39
42	20
39	20
42	39
42	20
19	20
42	19
42	20
20	40
42	40
42	20
40	20
42	40
42	20
42	23
20	23
42	20
42	23
23	20
42	20
42	26
20	26
42	20
42	26
26	20
42	20
20	10
42	10
42	20
10	20
42	10
42	20
42	54
54	20
42	12
12	39
42	39
42	12
42	35
35	12
42	12
19	12
42	19
42	12
12	40
42	40
42	12
40	12
42	40
42	12
42	25
12	25
42	12
25	12
42	25
42	12
42	23
12	23
42	12
42	23
23	12
42	12
42	26
26	12
42	12
42	10
12	10
42	12
56	12
42	56
42	12
54	12
42	54
19	39
42	39
42	19
39	40
42	39
42	40
39	25
42	39
42	25
25	39
42	39
42	25
42	26
39	26
42	39
42	26
42	39
26	39
39	10
42	10
42	39
40	35
42	35
42	40
42	35
35	25
42	25
42	35
42	54
54	35
42	54
54	19
42	19
40	25
42	40
42	25
42	23
23	40
42	40
42	40
42	7
40	7
40	10
42	10
42	40
56	40
42	40
42	56
42	40
42	54
54	40
42	16
16	10
42	10
42	16
10	16
42	10
42	23
42	25
25	23
42	23
23	25
42	25
42	26
25	26
42	25
42	26
26	25
42	25
42	26
26	23
42	23
42	23
42	10
23	10
42	26
42	10
26	10
42	26
54	26
42	54
10	7
42	10
42	7
20	19
12	19
20	12
20	19
20	12
19	12
12	40
20	40
20	12
20	40
40	12
20	12
12	23
20	23
20	12
20	23
20	12
23	12
26	12
20	12
20	26
20	10
20	12
12	10
20	39
39	26
20	26
20	39
20	26
26	39
20	19
16	19
20	16
20	19
20	23
19	23
20	19
20	23
23	19
20	19
26	19
20	26
23	40
20	40
20	23
20	8
20	16
16	8
20	23
16	23
20	16
20	23
23	16
20	16
20	10
16	10
20	16
20	10
10	16
20	16
20	8
20	26
26	8
20	10
20	8
8	10
26	23
20	23
20	26
20	10
20	23
23	10
20	10
20	26
26	10
42	20
12	42
12	20
12	42
12	39
42	39
12	42
12	40
42	40
12	42
12	40
40	42
12	42
42	25
12	25
12	42
42	23
12	23
12	42
23	42
12	23
12	42
42	10
12	10
20	39
12	20
12	39
39	20
12	20
12	39
20	19
12	19
12	20
19	20
12	19
12	20
12	40
20	40
12	20
40	20
12	40
12	20
12	23
20	23
12	20
12	23
23	20
12	20
20	10
12	20
12	10
10	20
12	20
12	10
12	11
11	25
12	25
12	11
12	23
23	11
12	11
12	37
11	37
12	11
11	10
12	10
19	25
12	19
12	25
12	23
12	19
19	23
12	23
12	19
23	19
12	40
40	25
12	25
23	40
12	40
12	23
12	40
40	51
12	51
12	23
12	25
25	23
12	23
23	25
12	25
12	37
37	25
12	25
12	37
12	23
23	37
37	23
12	37
12	23
12	23
23	10
12	10
37	51
12	37
12	51
12	37
51	37
12	51
21	15
1	21
1	15
1	16
15	16
1	15
16	15
1	16
1	15
21	16
1	16
1	21
1	16
1	21
16	21
1	25
1	21
25	21
1	25
1	16
16	25
1	25
1	16
25	16
41	33
33	11
41	11
41	33
41	11
11	33
41	33
41	15
33	15
41	33
41	15
15	33
41	33
33	28
41	28
41	33
28	33
41	28
41	33
41	18
18	33
41	33
41	16
33	16
41	33
41	16
16	33
41	33
41	47
47	33
41	33
27	33
41	27
41	15
11	15
41	11
41	15
41	11
15	11
11	28
41	28
41	11
28	11
41	28
41	11
41	18
41	11
11	18
41	18
18	11
41	11
11	16
41	16
41	11
41	16
16	11
41	11
11	8
41	11
41	8
41	11
8	11
41	8
11	37
41	37
41	11
41	40
39	40
41	39
39	38
41	39
41	38
38	39
41	39
41	38
39	37
41	37
41	39
37	39
41	37
41	39
41	15
15	28
41	28
41	15
28	15
41	28
41	15
41	16
15	16
41	15
16	15
41	16
41	15
15	47
41	47
41	15
41	47
47	15
41	15
15	8
41	8
41	15
15	37
41	37
41	18
41	28
18	28
28	16
41	16
41	28
41	16
16	28
41	28
41	47
41	28
47	28
28	8
41	28
41	8
41	28
27	28
41	27
41	40
40	38
41	38
41	40
41	38
38	40
41	40
40	51
41	51
41	40
41	51
51	40
41	16
41	18
18	16
41	18
18	8
41	8
