51	84
13	64
13	84
51	64
172	208
172	304
56	208
56	304
204	304
204	208
56	208
56	304
95	208
95	304
56	208
56	304
121	180
121	165
63	165
63	180
121	180
121	165
65	180
65	165
121	180
37	165
121	165
37	180
121	180
121	165
44	180
44	165
26	76
26	30
27	30
27	76
27	37
27	198
30	198
30	37
30	165
27	165
27	37
30	37
186	201
186	200
30	200
30	201
66	165
33	121
66	121
33	165
65	66
65	180
1	180
1	66
37	66
37	180
1	180
1	66
37	224
37	180
1	180
1	224
37	174
1	174
1	41
37	41
37	74
1	74
1	41
37	41
37	224
37	66
1	66
1	224
37	174
37	74
1	74
1	174
44	180
1	180
1	66
44	66
2	66
1	180
1	66
2	180
96	199
30	97
96	97
30	199
5	22
5	35
15	35
15	22
5	35
2	15
2	35
5	15
172	208
172	304
204	304
204	208
172	208
172	304
95	208
95	304
63	165
63	180
65	180
65	165
37	165
37	180
63	165
63	180
63	165
63	180
44	180
44	165
37	165
37	180
65	180
65	165
65	66
37	66
37	180
65	180
65	66
37	165
37	66
65	165
44	180
65	180
65	165
44	165
65	66
44	180
65	180
44	66
65	66
65	165
44	66
44	165
65	66
65	180
2	66
2	180
95	208
204	304
95	304
204	208
37	165
37	180
44	180
44	165
37	66
37	180
44	180
44	66
37	165
37	66
44	66
44	165
37	66
37	180
2	66
2	180
44	180
2	66
44	66
2	180
