30	32
30	17
32	4
17	4
58	57
50	31
57	31
58	50
50	30
17	30
57	50
57	17
40	7
67	40
67	64
64	7
30	49
27	49
57	27
57	30
31	34
32	30
32	31
30	34
49	27
27	24
49	13
13	24
18	45
34	59
45	59
18	34
64	55
55	51
56	51
64	56
56	40
65	56
65	55
55	40
64	53
48	51
53	51
64	48
40	51
53	40
53	64
64	51
12	37
65	51
65	12
51	37
34	24
30	29
24	29
34	30
34	31
27	34
30	31
27	30
23	42
37	35
42	35
23	37
14	12
15	37
37	12
15	14
38	25
41	37
41	38
37	25
12	42
40	42
64	12
64	40
42	20
42	12
12	40
20	40
42	26
10	20
42	10
26	20
40	20
39	20
42	39
42	40
51	12
23	20
51	23
12	20
19	20
39	26
20	26
19	39
30	12
23	30
23	40
40	12
38	0
64	25
25	0
64	38
25	12
9	23
23	12
9	25
26	25
64	26
23	25
64	23
11	7
16	10
10	7
16	11
1	16
21	0
1	21
16	0
3	16
64	10
10	16
64	3
37	23
11	25
11	37
25	23
25	1
19	25
23	1
19	23
23	9
9	33
16	33
23	16
15	1
16	1
13	16
13	15
25	26
25	16
16	8
26	8
27	13
24	27
24	16
16	13
21	16
1	25
16	25
21	1
50	32
4	17
32	17
50	4
57	32
50	53
50	57
53	32
29	35
57	53
57	29
53	35
23	63
23	35
63	12
35	12
54	12
19	12
42	54
42	19
24	2
49	17
17	2
49	24
6	1
52	1
63	6
63	52
66	23
42	7
66	42
23	7
48	7
51	7
70	48
70	51
38	4
29	38
29	58
58	4
48	10
66	48
53	10
66	53
66	12
65	66
65	70
70	12
38	12
68	38
48	12
68	48
12	38
39	10
38	10
12	39
48	20
40	48
40	56
56	20
65	39
39	25
65	68
68	25
40	10
25	10
48	25
48	40
40	22
51	22
54	40
54	51
38	21
48	21
65	38
65	48
20	39
67	20
26	39
67	26
65	53
53	4
65	49
49	4
67	39
64	39
65	67
65	64
40	23
25	39
23	39
40	25
58	31
31	4
30	4
58	30
19	0
23	0
54	19
54	23
42	1
18	63
63	1
18	42
63	9
52	63
15	9
52	15
65	63
54	15
63	15
65	54
25	20
54	30
54	25
30	20
29	5
17	5
58	17
58	29
45	33
60	33
59	45
59	60
18	59
18	52
52	9
59	9
16	47
15	47
43	16
43	15
27	2
27	45
2	29
45	29
17	31
2	17
13	31
2	13
62	34
34	17
27	17
62	27
13	49
62	13
31	49
62	31
30	19
62	24
24	19
62	30
50	29
29	30
50	21
21	30
29	27
29	19
27	4
19	4
23	5
30	23
27	5
30	27
30	5
18	5
45	18
45	30
27	29
34	29
45	27
45	34
59	34
44	45
59	44
34	45
27	62
23	29
27	23
62	29
18	23
16	23
59	16
59	18
30	21
30	3
3	19
21	19
34	18
34	3
18	20
3	20
25	19
25	29
19	13
29	13
18	19
18	36
19	14
36	14
31	13
24	13
15	24
15	31
14	31
46	21
21	31
46	14
64	21
35	14
64	35
21	14
40	3
65	40
65	69
69	3
21	3
19	3
67	19
67	21
27	31
25	31
65	25
65	27
21	15
54	26
54	21
26	15
40	0
15	0
25	15
25	40
25	8
44	8
61	25
61	44
31	15
31	14
14	13
15	13
34	14
34	13
13	33
14	33
18	14
18	31
31	5
14	5
18	29
3	13
3	18
13	29
18	69
21	18
21	27
27	69
53	21
25	33
21	33
53	25
25	14
25	28
14	1
28	1
44	16
18	0
0	16
18	44
44	3
3	21
18	21
44	18
44	33
27	33
69	27
69	44
15	16
15	25
16	21
25	21
25	11
18	8
18	25
8	11
27	18
13	27
13	11
11	18
14	25
28	14
3	25
28	3
28	8
15	8
14	28
14	15
27	3
3	28
27	44
44	28
16	15
15	6
16	27
27	6
33	15
11	15
59	11
59	33
15	3
16	3
47	16
47	15
11	41
3	27
11	3
41	27
18	27
18	16
16	28
27	28
33	11
11	28
9	28
33	9
41	33
33	28
41	47
47	28
18	11
11	8
41	8
18	41
28	11
3	11
18	3
18	28
28	16
15	28
11	16
15	11
41	15
15	33
41	11
11	33
41	18
28	33
41	28
18	33
