64	84
51	84
13	64
13	51
14	30
30	186
26	186
14	26
49	56
39	56
36	39
36	49
39	57
33	57
6	33
6	39
26	27
26	30
27	198
30	198
26	27
27	37
26	30
30	37
186	201
26	30
30	201
26	186
186	200
30	200
26	30
26	186
214	251
33	146
146	251
33	214
165	180
121	180
33	121
33	165
66	165
56	165
1	66
1	56
1	27
26	37
1	26
27	37
1	30
1	27
30	165
27	165
1	30
1	27
27	37
30	37
1	30
26	37
1	26
30	37
1	60
1	16
16	165
60	165
186	200
30	97
30	186
97	200
5	35
15	93
35	93
5	15
5	22
22	35
15	35
5	15
11	172
172	304
11	56
56	304
11	172
172	208
11	56
56	208
204	304
11	56
11	204
56	304
11	56
11	204
204	208
56	208
95	304
11	95
11	56
56	304
95	208
11	95
11	56
56	208
11	172
172	304
204	304
11	204
11	172
172	208
11	204
204	208
11	172
172	304
95	304
11	95
11	172
172	208
95	208
11	95
204	304
95	304
11	95
11	204
95	208
11	95
11	204
204	208
165	180
121	180
66	165
66	121
165	180
37	165
63	180
37	63
66	165
37	66
63	165
37	63
15	121
35	121
2	15
2	35
15	93
35	93
2	15
2	35
66	165
37	165
2	66
2	37
