34	59
45	59
34	45
18	45
18	59
59	45
38	0
16	0
16	38
32	4
4	17
32	17
64	10
10	7
64	7
19	3
19	13
3	13
21	16
21	0
0	16
65	51
65	56
56	51
58	57
50	57
58	50
42	26
39	26
42	39
39	20
10	20
39	10
40	48
40	51
48	51
53	51
53	64
64	51
64	38
65	38
65	64
64	40
67	40
67	64
56	12
64	12
64	56
51	12
12	37
51	37
12	42
12	40
40	42
42	20
20	40
42	40
11	15
15	37
11	37
64	26
25	26
64	25
33	28
9	28
9	33
28	33
47	33
47	28
24	13
24	16
16	13
49	27
13	27
49	13
1	16
1	21
16	21
40	20
40	12
12	20
34	24
34	27
24	27
27	13
27	24
13	24
16	15
13	16
13	15
15	1
21	15
21	1
3	21
18	21
3	18
25	12
37	12
37	25
19	25
19	39
39	25
9	23
9	25
25	23
26	25
25	8
26	8
16	1
1	25
16	25
25	1
23	25
23	1
42	12
23	42
23	12
19	20
23	20
19	23
57	50
50	31
57	31
27	17
57	27
57	17
30	32
32	31
30	31
30	49
27	49
30	27
31	34
27	31
27	34
11	25
3	11
3	25
28	11
28	8
11	8
3	28
11	28
11	3
16	11
16	33
11	33
16	3
25	16
25	3
46	35
29	35
46	29
35	14
14	12
35	12
26	56
56	20
26	20
54	26
54	15
26	15
42	35
42	54
54	35
15	24
15	49
49	24
29	38
50	29
50	38
64	35
64	53
53	35
55	37
64	55
64	37
53	57
57	32
53	32
53	4
57	53
57	4
53	21
50	21
50	53
32	12
30	12
32	30
6	1
63	1
63	6
42	1
18	1
18	42
23	35
37	35
23	37
37	23
66	23
66	37
51	23
51	7
23	7
51	22
54	22
54	51
38	51
70	38
70	51
23	40
56	40
56	23
38	25
68	38
68	25
14	1
43	1
43	14
67	20
20	26
67	26
19	12
67	12
67	19
52	63
18	63
18	52
63	9
23	63
23	9
15	9
52	9
15	52
52	15
63	15
63	52
23	39
64	39
64	23
64	21
48	21
64	48
65	53
65	66
66	53
66	12
66	48
48	12
65	12
65	63
63	12
40	22
65	22
65	40
65	48
65	68
68	48
20	39
48	20
48	39
69	39
65	39
65	69
67	39
25	39
67	25
65	20
65	54
54	20
65	67
65	21
67	21
65	25
61	25
65	61
51	25
55	51
55	25
40	10
55	10
55	40
25	10
53	10
53	25
40	0
53	0
53	40
11	14
61	11
61	14
63	33
21	33
63	21
48	7
48	40
40	7
11	7
25	11
25	7
33	9
59	33
59	9
40	25
54	25
54	40
14	21
46	21
46	14
40	23
40	3
3	23
40	28
25	28
25	40
24	29
29	19
24	19
25	19
19	0
25	0
18	20
25	20
18	25
18	0
23	0
18	23
3	20
30	3
30	20
27	62
27	4
62	4
31	4
49	31
49	4
17	4
50	4
50	17
13	49
13	31
31	49
30	19
19	4
30	4
21	19
54	19
54	21
30	23
54	30
54	23
34	3
34	19
3	19
2	29
13	29
2	13
33	11
13	33
13	11
15	8
15	11
8	11
30	17
34	17
30	34
17	31
58	31
58	17
30	5
17	30
17	5
29	5
64	29
64	5
23	5
27	5
27	23
30	29
23	30
23	29
31	21
30	21
31	30
29	58
29	30
58	30
34	30
45	30
45	34
62	27
62	30
27	30
29	27
45	27
45	29
44	8
59	8
59	44
11	16
59	11
59	16
34	18
59	34
59	18
34	13
34	29
29	13
31	62
31	29
62	29
62	34
34	14
62	14
62	13
31	13
62	31
34	31
18	34
18	31
18	14
18	19
19	14
31	14
31	5
14	5
14	31
21	31
21	14
25	31
15	25
15	31
15	36
15	14
36	14
25	33
25	14
14	33
14	13
15	13
14	15
15	45
15	33
45	33
41	15
41	47
47	15
16	47
15	47
15	16
15	28
15	3
28	3
11	41
11	18
18	41
41	18
18	11
41	11
41	16
16	8
41	8
41	33
27	33
41	27
21	3
3	27
21	27
27	29
27	18
18	29
45	18
44	18
44	45
44	33
18	44
18	33
28	16
18	16
18	28
18	69
18	3
69	3
27	3
27	16
3	16
44	16
16	27
44	27
27	28
69	28
69	27
27	44
69	44
27	69
