42	20
12	42
20	12
42	20
20	40
40	42
42	20
23	42
20	23
42	20
20	26
26	42
42	12
12	40
40	42
42	12
23	42
12	23
39	40
40	42
42	39
39	26
42	39
26	42
12	42
42	35
35	12
12	42
19	12
42	19
23	42
19	23
42	19
12	42
40	12
42	40
40	23
23	42
42	40
42	16
23	42
16	23
12	42
25	12
42	25
25	39
39	42
42	25
23	42
42	25
25	23
12	42
42	23
23	12
42	23
23	40
40	42
42	26
26	12
12	42
42	26
26	23
23	42
12	42
56	12
42	56
56	40
40	42
42	56
12	42
54	12
42	54
40	42
42	54
54	40
23	42
42	54
54	23
19	20
12	19
20	12
40	20
12	40
20	12
12	23
23	20
20	12
10	20
20	12
12	10
20	39
25	20
39	25
20	39
39	26
26	20
20	39
10	20
39	10
20	19
12	20
19	12
20	19
39	20
19	39
20	19
3	20
19	3
20	19
23	20
19	23
20	40
40	12
12	20
25	20
20	40
40	25
40	3
20	40
3	20
40	23
20	40
23	20
48	20
40	48
20	40
10	20
20	40
40	10
20	40
40	56
56	20
39	20
16	39
20	16
19	20
16	19
20	16
3	20
16	3
20	16
23	20
16	23
20	16
10	20
16	10
20	16
10	20
20	8
8	10
20	23
12	20
23	12
19	20
20	23
23	19
40	20
23	40
20	23
16	20
20	23
23	16
10	20
20	23
23	10
26	12
12	20
20	26
39	20
20	26
26	39
19	20
26	19
20	26
26	25
25	20
20	26
26	3
3	20
20	26
26	23
23	20
20	26
10	20
20	26
26	10
26	56
20	26
56	20
20	10
16	20
10	16
25	12
12	11
11	25
11	14
12	11
14	12
12	11
11	37
37	12
25	12
12	39
39	25
25	12
19	25
12	19
12	19
19	23
23	12
25	12
12	40
40	25
40	23
12	40
23	12
40	48
12	40
48	12
51	12
12	40
40	51
12	40
40	56
56	12
38	25
25	12
12	38
38	51
51	12
12	38
23	12
12	25
25	23
26	12
25	26
12	25
12	23
11	12
23	11
12	23
19	12
23	19
23	40
12	23
40	12
25	12
12	23
23	25
12	23
23	37
37	12
30	12
23	30
12	23
12	37
37	35
35	12
25	12
12	37
37	25
37	23
12	37
23	12
37	51
51	12
12	37
12	37
56	12
37	56
51	23
23	12
12	51
37	12
51	37
12	51
16	1
15	16
1	15
15	1
21	15
1	21
1	21
21	18
18	1
21	16
16	1
1	21
21	3
1	21
3	1
14	1
1	21
21	14
1	16
16	11
11	1
15	1
16	15
1	16
1	16
16	28
28	1
1	16
16	21
21	1
25	1
1	16
16	25
1	16
16	3
3	1
1	16
23	1
16	23
15	1
1	25
25	15
25	28
1	25
28	1
1	25
21	1
25	21
16	1
1	25
25	16
1	25
3	1
25	3
25	14
14	1
1	25
1	25
23	1
25	23
41	33
11	41
33	11
41	11
11	18
18	41
38	41
39	38
41	39
11	41
41	15
15	11
11	41
28	11
41	28
41	40
40	38
38	41
11	41
41	18
18	11
11	41
41	16
16	11
41	16
38	41
16	38
11	41
8	11
41	8
27	18
41	27
18	41
33	11
11	15
15	33
33	11
11	28
28	33
33	11
11	18
18	33
33	11
11	16
16	33
33	11
25	33
11	25
33	11
11	14
14	33
33	15
15	11
11	33
33	15
15	28
28	33
33	15
15	45
45	33
33	15
13	33
15	13
33	15
15	16
16	33
33	15
15	47
47	33
33	15
25	33
15	25
33	15
14	33
15	14
33	15
15	9
9	33
33	28
28	11
11	33
28	15
33	28
15	33
33	28
28	16
16	33
33	28
14	33
28	14
33	28
9	33
28	9
16	11
33	16
11	33
16	15
15	33
33	16
28	33
16	28
33	16
16	21
33	16
21	33
13	33
16	13
33	16
16	47
47	33
33	16
25	33
16	25
33	16
27	33
16	27
33	16
28	33
47	28
33	47
9	28
33	9
28	33
25	33
33	9
9	25
28	11
15	28
