34	59
18	34
59	18
30	32
17	30
32	17
38	0
0	16
16	38
21	16
16	1
1	21
26	25
25	39
39	26
13	49
27	13
49	27
12	42
40	12
42	40
3	21
19	3
21	19
21	3
18	21
3	18
1	16
16	21
21	1
24	16
16	13
13	24
27	49
13	27
49	13
34	24
24	27
27	34
16	3
3	13
13	16
11	28
3	11
28	3
42	12
12	40
40	42
37	23
12	37
23	12
23	40
40	51
51	23
31	34
34	30
30	31
34	27
30	34
27	30
1	25
23	1
25	23
3	16
16	25
25	3
28	11
3	28
11	3
11	15
15	16
16	11
23	25
16	23
25	16
52	63
63	15
15	52
53	57
57	50
50	53
63	9
23	63
9	23
23	42
42	54
54	23
38	51
51	12
12	38
38	25
29	38
25	29
29	19
19	13
13	29
27	17
17	2
2	27
20	39
10	20
39	10
39	20
20	26
26	39
25	12
12	39
39	25
30	19
23	30
19	23
24	13
15	24
13	15
40	48
25	40
48	25
17	31
49	17
31	49
18	45
34	18
45	34
45	59
59	34
34	45
30	23
23	29
29	30
25	20
20	40
40	25
11	41
41	18
18	11
25	11
11	37
37	25
11	14
14	13
13	11
15	3
3	25
25	15
25	33
33	9
9	25
25	8
11	25
8	11
41	11
11	18
18	41
33	11
11	16
16	33
25	19
14	25
19	14
33	28
14	33
28	14
15	36
14	15
36	14
25	26
15	25
26	15
31	15
15	49
49	31
30	21
21	31
31	30
27	62
30	27
62	30
28	15
14	28
15	14
16	15
15	47
47	16
28	16
16	47
47	28
28	33
16	28
33	16
27	23
16	27
23	16
33	15
15	11
11	33
31	21
21	15
15	31
21	18
25	21
18	25
29	58
50	29
58	50
31	29
13	31
29	13
34	31
62	34
31	62
18	59
45	18
59	45
27	44
44	45
45	27
18	69
44	18
69	44
3	27
69	3
27	69
27	18
44	27
18	44
29	27
27	45
45	29
