65	53
64	53
64	55
65	55
18	45
34	59
18	59
34	45
49	27
24	27
24	13
49	13
32	4
32	30
17	4
17	30
32	31
32	17
57	17
57	31
9	28
9	33
47	33
47	28
37	23
9	23
9	25
37	25
53	40
53	64
67	40
67	64
56	40
55	51
56	51
55	40
30	17
30	49
27	49
27	17
40	20
10	20
10	7
40	7
12	42
23	42
12	37
23	37
65	56
64	38
64	56
65	38
40	48
40	51
64	48
64	51
42	12
37	35
42	35
37	12
42	26
39	26
39	10
42	10
64	26
20	40
20	26
64	40
42	20
12	40
12	20
42	40
39	20
26	25
39	25
26	20
11	14
15	37
11	37
15	14
34	27
57	27
34	30
57	30
1	25
3	21
1	21
3	25
19	20
3	20
19	13
3	13
51	12
51	23
19	12
19	23
3	28
11	28
11	18
3	18
11	7
11	3
64	3
64	7
27	31
50	30
50	31
27	30
11	16
11	15
13	16
13	15
28	8
28	33
11	8
11	33
16	15
21	15
21	0
16	0
28	11
28	3
16	3
16	11
25	39
19	3
19	39
25	3
16	10
64	10
16	23
64	23
64	25
40	12
40	25
64	12
21	16
23	1
21	1
23	16
25	8
25	1
16	1
16	8
30	23
30	12
25	12
25	23
70	38
70	48
68	38
68	48
56	37
66	23
56	23
66	37
64	39
42	39
42	54
64	54
23	63
52	63
23	9
52	9
18	69
18	63
65	63
65	69
16	47
41	47
16	38
41	38
19	25
19	14
61	14
61	25
58	57
50	57
58	17
50	17
50	32
57	53
57	32
50	53
28	15
52	1
28	1
52	15
28	16
28	14
43	16
43	14
51	22
51	37
54	22
54	37
38	4
38	0
19	0
19	4
43	1
43	15
63	1
63	15
63	9
15	6
15	9
63	6
33	15
33	16
47	16
47	15
33	11
33	9
59	11
59	9
41	15
26	15
41	8
26	8
15	36
18	36
18	52
15	52
40	23
40	42
18	23
18	42
34	24
34	17
49	17
49	24
11	41
38	25
11	25
38	41
40	0
40	10
53	0
53	10
25	26
25	10
55	10
55	26
64	21
55	37
55	21
64	37
46	35
64	35
46	29
64	29
53	4
58	32
53	32
58	4
58	5
57	50
58	50
57	5
50	29
57	29
50	4
57	4
27	62
31	62
27	4
31	4
27	5
27	2
17	2
17	5
3	16
24	16
3	19
24	19
63	12
63	21
70	12
70	21
38	51
48	10
38	10
48	51
53	35
53	51
54	35
54	51
23	5
29	5
29	35
23	35
66	12
65	12
66	48
65	48
29	27
2	13
29	13
2	27
29	19
54	30
29	30
54	19
23	30
23	29
58	29
58	30
46	22
65	22
46	21
65	21
49	31
62	4
62	31
49	4
69	39
65	39
65	27
69	27
40	28
40	3
69	28
69	3
48	7
23	39
48	39
23	7
25	19
25	7
42	19
42	7
67	39
53	25
53	39
67	25
38	21
38	12
67	12
67	21
67	20
54	26
67	26
54	20
56	12
23	20
23	12
56	20
23	40
65	25
23	25
65	40
54	12
48	40
54	40
48	12
48	25
48	21
54	21
54	25
31	15
14	15
31	5
14	5
30	5
18	20
18	5
30	20
13	49
15	24
15	49
13	24
13	27
3	11
13	11
3	27
62	13
31	13
62	30
31	30
21	18
45	18
45	30
21	30
62	34
31	34
31	14
62	14
62	27
45	27
45	29
62	29
30	29
31	21
30	21
31	29
59	34
45	33
45	34
59	33
18	34
27	34
27	44
18	44
27	24
27	45
44	45
44	24
15	8
15	45
59	8
59	45
41	16
41	18
59	16
59	18
34	18
34	13
27	13
27	18
34	31
34	29
13	31
13	29
34	3
30	19
30	3
34	19
18	14
18	19
21	19
21	14
30	27
21	27
30	31
21	31
18	27
18	8
44	27
44	8
44	3
21	3
44	33
21	33
41	33
16	33
16	27
41	27
44	16
27	16
27	28
44	28
27	29
27	3
18	29
18	3
14	13
14	21
16	13
16	21
14	28
16	25
14	25
16	28
15	1
15	25
18	1
18	25
15	28
41	28
41	11
15	11
25	28
25	11
18	11
18	28
14	33
14	31
15	31
15	33
25	33
18	21
25	21
18	33
18	0
15	0
15	16
18	16
